source_id,url,locator,source_kind,event_earliest,event_latest,published_at,retrieved_at,sha256,content_path,authority_at_event,exclusion_reason,registration_commit,access_state,eligible,decisive_material_complete
mailbox-httpd-2023-04,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-04,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:14.786544+00:00,2756220a77508dca9e4f61edbed38ab8012e2301ea4542c984f83ad0a88ddfc6,sources/httpd-2023-04.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-05,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-05,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:35.704152+00:00,bfb27e4a529a9fc2732b0f6d5e9b2c17d81ec820d6cb091f0a77fec45adce9e1,sources/httpd-2023-05-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-05,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-05,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:18.643606+00:00,48312c24c01b8e64a230961bc634761d840bc03473b6a5d07d5da880327781f4,sources/httpd-2023-05.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-06,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-06,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:36.119273+00:00,f0ec8cc3e9965bf6b9edea30ce720123237b789403595d6ecf0cf97e001f4fe9,sources/httpd-2023-06-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-06,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-06,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:19.107233+00:00,e3996b52184550d37f2e5d6e7b05768c95a03a2a25338c1f9aae16b174857a08,sources/httpd-2023-06.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-07,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-07,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:36.133250+00:00,c18657b85eba651ea25cdc067a8170c4a9722b7b557b3cc1397cfb9bc3ea5031,sources/httpd-2023-07-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-07,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-07,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:21.513997+00:00,58a26c594695fc03bafe062e29c1c60a178aa22cb738a5bddf7bc55b2187493b,sources/httpd-2023-07.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-08,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-08,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:36.166885+00:00,125abab6c15454f382d03ba63ee6d00a2650e67d0bf4303ccc13c6b5f9720e23,sources/httpd-2023-08-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-08,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-08,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:22.534311+00:00,23ba1cd7ce43dc1e16936f2fcac9ed5c0471b16c2397321b8ab81a184084f3d3,sources/httpd-2023-08.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-09,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-09,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:36.443273+00:00,89ce1b35b0e594977804c140598c212bfe552222ec0f3682a06f9a2741da1c76,sources/httpd-2023-09-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-09,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-09,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:23.568329+00:00,4c4b4c3671b9e43f8ace2e5fe0847c4515bf40c17c8c527f73ea1f49944bd375,sources/httpd-2023-09.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-10,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-10,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:36.469122+00:00,f33aa72fabca9f6b9dd6caebd71fb1d4c228506395607a202a92e89d72ae13ba,sources/httpd-2023-10-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-10,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-10,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:25.701072+00:00,dd78d40cc6eea2bd3f47361332f494862d358aa8d21aa66f0f1fa8fa8f590c1f,sources/httpd-2023-10.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-11,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-11,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:36.495951+00:00,dd36a25813086c4a75386d34c9f4e5d78c23e6e285927d627c6249891a3d2c5e,sources/httpd-2023-11-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-11,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-11,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:25.840125+00:00,7d32c30ea0e1b919df7dcf7c18417245b0a65e63227ae78bc071ff58042df95a,sources/httpd-2023-11.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2023-12,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2023-12,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.043588+00:00,3628fbe5a8eb7145db7959aca5109023dfb3b682e522a156ae755a644f5e1da0,sources/httpd-2023-12-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2023-12,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2023-12,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:26.911795+00:00,7d70f038a3ebd238ace7c69c08de8662939981649386353c645d6b54d1f138a6,sources/httpd-2023-12.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-01,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-01,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.043641+00:00,b9a12d417a536d4e90aec87ffc3eb45cfbdb656f1876ddc5637c56fe93983862,sources/httpd-2024-01-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-01,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-01,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:31.081584+00:00,d48bdf9279ba417da5b900981e11b9f1c2e548cf5963a8464d87597d3aaa0268,sources/httpd-2024-01.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-02,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-02,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.049492+00:00,8efec8740ab5b5b5d55e96ebfa2a7903045532f962c222742a72a4e1531b4c1a,sources/httpd-2024-02-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-02,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-02,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:32.262935+00:00,d00fb69daebd3588df680bf140c8de924a194047a79dbfcafb831a3ca265b0d1,sources/httpd-2024-02.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-03,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-03,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.362849+00:00,d41141383f592c555268b2ffc0bebc370d66818da303084ed5ef7d8910640c59,sources/httpd-2024-03-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-03,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-03,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:33.249784+00:00,ba96182c3074f23b4e479fd708aac856e17d113d8ac0a0e0b488167cd2e5a32d,sources/httpd-2024-03.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-04,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-04,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.375098+00:00,aa73b617bf92cd3ea46ffdc5497db872890f3421bc8eda57e396bbdd0ca46332,sources/httpd-2024-04-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-04,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-04,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:34.384771+00:00,d96fcfe02f195d6b1f782e816076f100bae9896a27626ac6e29e336683429aa7,sources/httpd-2024-04.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-05,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-05,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.378686+00:00,0d8f681fd78d613bd3d6e7c43d21c85cb1259b786f6f120257f0152794374f64,sources/httpd-2024-05-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-05,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-05,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:35.628839+00:00,f7042364427102e0208c6ff340045d907c8ef88a5d9ea827349b6a2657185059,sources/httpd-2024-05.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-06,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-06,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.641047+00:00,cc5fb2d1b900906f705ef7434719d2e952868b0505fcc40aedd9ebbe2cfb2b84,sources/httpd-2024-06-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-06,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-06,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:36.693861+00:00,47365af50de29f2537f80bba705bc82cf07e622f9b5f104c9be858558f121edb,sources/httpd-2024-06.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-07,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-07,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.657396+00:00,dd0b98908215316711dd1be315ad047f241d0aae484d8b3f4a3fcba4e1a92eaf,sources/httpd-2024-07-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-07,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-07,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:37.632482+00:00,75d8883b299c5dd0ad27ae823b88284245d8b7fabc4e4143f035c6b4397e6540,sources/httpd-2024-07.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-08,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-08,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:37.710772+00:00,99405bb772a5207eb3c25dc3cbca92d4d171716e640f8edbcdd4ffe633376c4b,sources/httpd-2024-08-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-08,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-08,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:39.752385+00:00,3ae6f7585e40a58d277cc641b0990b8e0b7e9416987f3e39b9568e3bb2c87095,sources/httpd-2024-08.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-09,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-09,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.067156+00:00,b00ab8a5c68dc646c3ed8040cd18767012f22546d98e3111afe0a282d3dcb79c,sources/httpd-2024-09-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-09,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-09,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:42.917843+00:00,595f4dbba0e07adda78e2cf868e277c2d1ef156072a74fcfe66185f1df758de8,sources/httpd-2024-09.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-10,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-10,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.067265+00:00,c7d53bbd7d73bfa136808ffc97dfd040bab7212d022008928be8c0b5662fb321,sources/httpd-2024-10-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-10,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-10,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:43.810870+00:00,143ca040b034514a3342c0be611aad2f3f39963260ebedff5f510eab6aef2ad5,sources/httpd-2024-10.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-11,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-11,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.072644+00:00,d06d31976d7e9a438bde45367e280ef4b70792279d17e373e4ca006921f2dcd0,sources/httpd-2024-11-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-11,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-11,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:43.899956+00:00,df2fd5185987f8fb8c97ccf0acc1a796228a2af17ae87b71cc50000634550974,sources/httpd-2024-11.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2024-12,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2024-12,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.351919+00:00,45e5bbd55296a9c9784b64876ef0aaf84ea6711af4a761cf15941e3208d05e21,sources/httpd-2024-12-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2024-12,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2024-12,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:46.128010+00:00,4b8e44a143517ead76c5f074aaf10724a6b5e0e294fa1719a848236f25fbe1d7,sources/httpd-2024-12.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-01,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-01,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.395491+00:00,ff9d33de5fe55f1dbce990e90d98e592d6f8a7c9ae928f42ecfbeca7a21a80b8,sources/httpd-2025-01-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-01,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-01,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:46.155591+00:00,04f4c3df7ccc6ffb45997af69be7c197d2d85d15cc4cfc6d5c36080af59da6df,sources/httpd-2025-01.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-02,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-02,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.399298+00:00,6704f2c42442c4d4a20c86461eaf1372339912b207bba08fd55aab1add740bbe,sources/httpd-2025-02-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-02,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-02,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:46.250063+00:00,018b1bcb7e415c1d5483bba1718249f037f1b6bb7fb21ff97afd58fa9a82995b,sources/httpd-2025-02.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-03,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-03,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.635923+00:00,edc75a02abdb36ebb282f8df675b65127fd30b74adf42c08c5098895ea9665bc,sources/httpd-2025-03-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-03,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-03,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:48.416224+00:00,a72fcffdb2dc194011ca4d718bd1b56321d2f9a7c8153dbd13863f3c81b12ca1,sources/httpd-2025-03.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-04,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-04,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.665908+00:00,05a5a9fb15af5e81248295d91d628511bfa5ee3825ff580ffdae66714a1bb53d,sources/httpd-2025-04-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-04,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-04,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:48.417454+00:00,f69c540e135d8ab686720e22c29aa2ae7b42bca08da075ddada121555bdfc085,sources/httpd-2025-04.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-05,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-05,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.736418+00:00,5fd4f02ba28a4d316e2135b8fa7e34c7a6244fe1b92e1dd121eab446df384613,sources/httpd-2025-05-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-05,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-05,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:49.483925+00:00,4d5cbf17eb706b8fb550c865fd4ddc4c9f9a92491ff73da752cd0cf78d69c131,sources/httpd-2025-05.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-06,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-06,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.888822+00:00,900dac681621b1a9b25a6c28719826e49bff81c4bcff0ecb71f07c5abb7b35a5,sources/httpd-2025-06-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-06,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-06,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:49.507234+00:00,e43cccb90ef76c80c4cff3b4c29f08f241f19c88d5c9895e9166e89a7259f8fb,sources/httpd-2025-06.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-07,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-07,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.916243+00:00,0c89c0ab843e09f8883f59e453273ed93e795db111127cc4b95c49738aa2ad03,sources/httpd-2025-07-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-07,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-07,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:50.703775+00:00,3185019b54dd1eec6bf8598b596ad0c73e0cb9faf6a1a0bfc40b095e201e8e9b,sources/httpd-2025-07.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-08,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-08,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:38.980915+00:00,63ca3b46996e36fe602e710c159dccabd5eeca4d6755caa4e750538a3ea5c1f7,sources/httpd-2025-08-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-08,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-08,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:50.810094+00:00,58e6e8f97d67f4f2a11eac24c96bd35279070c1c68a263e331d89c705818c7da,sources/httpd-2025-08.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-09,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-09,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:39.148388+00:00,2c7cd1c347e34018cfe0f6f32fce2bc2ddaa05850314936688b89ed78bdad792,sources/httpd-2025-09-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-09,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-09,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:52.047924+00:00,a81570ff997eb93608669b3288072ab30d484b8eb97b0f9b4e4aec380c6cfcce,sources/httpd-2025-09.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-10,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-10,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:39.228813+00:00,5ca92cf7ea86913cbe9c8628edc9b1797b5abd959ce456c83125c182ac1ce7a2,sources/httpd-2025-10-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
mailbox-httpd-2025-10,https://lists.apache.org/api/mbox.lua?list=dev&domain=httpd.apache.org&d=2025-10,Complete month-level mbox export; original Message-ID multiset checked against the index; not individually coded evidence,archive_index,unknown,unknown,unknown,2026-09-21T14:41:53.125276+00:00,c674d233cd6953c72a6938e8f5445f7dafa0431853ab89979c1d92f7a516afcf,sources/httpd-2025-10.mbox.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
index-httpd-2025-11,https://lists.apache.org/api/stats.lua?list=dev&domain=httpd.apache.org&d=2025-11,Whole access object; no episode classification,archive_index,unknown,unknown,unknown,2026-09-21T14:39:39.255020+00:00,e0596e27cf6d229dc9a8c37f3e7160ad30293c6d8c0d06eca072623ac59801d0,sources/httpd-2025-11-index.json.gz,Current official public archive; access only,,00d696ed80bd388955f622e0611853165f19508c,public_complete,unknown,yes
