example,step,autonomy,coordination,seed
oscillation,4,0.8692499230,0.8389745218,7
oscillation,5,0.0094593675,0.0065968115,7
oscillation,6,0.8757680206,0.8719822284,7
oscillation,7,0.0069070184,0.0066022821,7
oscillation,8,0.8752055966,0.8748056459,7
oscillation,9,0.0067085235,0.0066766182,7
oscillation,10,0.8750809933,0.8750391348,7
oscillation,11,0.0066913263,0.0066879885,7
oscillation,12,0.8750648032,0.8750604243,7
oscillation,13,0.0066896963,0.0066893471,7
oscillation,14,0.8750629615,0.8750625034,7
oscillation,15,0.0066895336,0.0066894971,7
oscillation,16,0.8750627620,0.8750627141,7
oscillation,17,0.0066895170,0.0066895132,7
oscillation,18,0.8750627408,0.8750627358,7
oscillation,19,0.0066895152,0.0066895149,7
oscillation,20,0.8750627385,0.8750627380,7
oscillation,21,0.0066895151,0.0066895150,7
oscillation,22,0.8750627383,0.8750627383,7
oscillation,23,0.0066895151,0.0066895150,7
oscillation,24,0.8750627383,0.8750627383,7
oscillation,25,0.0066895150,0.0066895150,7
oscillation,26,0.8750627383,0.8750627383,7
oscillation,27,0.0066895150,0.0066895150,7
oscillation,28,0.8750627383,0.8750627383,7
oscillation,29,0.0066895150,0.0066895150,7
oscillation,30,0.8750627383,0.8750627383,7
oscillation,31,0.0066895150,0.0066895150,7
oscillation,32,0.8750627383,0.8750627383,7
oscillation,33,0.0066895150,0.0066895150,7
oscillation,34,0.8750627383,0.8750627383,7
oscillation,35,0.0066895150,0.0066895150,7
oscillation,36,0.8750627383,0.8750627383,7
oscillation,37,0.0066895150,0.0066895150,7
oscillation,38,0.8750627383,0.8750627383,7
oscillation,39,0.0066895150,0.0066895150,7
oscillation,40,0.8750627383,0.8750627383,7
oscillation,41,0.0066895150,0.0066895150,7
oscillation,42,0.8750627383,0.8750627383,7
oscillation,43,0.0066895150,0.0066895150,7
oscillation,44,0.8750627383,0.8750627383,7
oscillation,45,0.0066895150,0.0066895150,7
oscillation,46,0.8750627383,0.8750627383,7
oscillation,47,0.0066895150,0.0066895150,7
oscillation,48,0.8750627383,0.8750627383,7
oscillation,49,0.0066895150,0.0066895150,7
oscillation,50,0.8750627383,0.8750627383,7
oscillation,51,0.0066895150,0.0066895150,7
oscillation,52,0.8750627383,0.8750627383,7
oscillation,53,0.0066895150,0.0066895150,7
oscillation,54,0.8750627383,0.8750627383,7
oscillation,55,0.0066895150,0.0066895150,7
oscillation,56,0.8750627383,0.8750627383,7
oscillation,57,0.0066895150,0.0066895150,7
oscillation,58,0.8750627383,0.8750627383,7
oscillation,59,0.0066895150,0.0066895150,7
oscillation,60,0.8750627383,0.8750627383,7
oscillation,61,0.0066895150,0.0066895150,7
oscillation,62,0.8750627383,0.8750627383,7
oscillation,63,0.0066895150,0.0066895150,7
oscillation,64,0.8750627383,0.8750627383,7
oscillation,65,0.0066895150,0.0066895150,7
oscillation,66,0.8750627383,0.8750627383,7
oscillation,67,0.0066895150,0.0066895150,7
oscillation,68,0.8750627383,0.8750627383,7
oscillation,69,0.0066895150,0.0066895150,7
oscillation,70,0.8750627383,0.8750627383,7
oscillation,71,0.0066895150,0.0066895150,7
oscillation,72,0.8750627383,0.8750627383,7
oscillation,73,0.0066895150,0.0066895150,7
oscillation,74,0.8750627383,0.8750627383,7
oscillation,75,0.0066895150,0.0066895150,7
oscillation,76,0.8750627383,0.8750627383,7
oscillation,77,0.0066895150,0.0066895150,7
oscillation,78,0.8750627383,0.8750627383,7
oscillation,79,0.0066895150,0.0066895150,7
oscillation,80,0.8750627383,0.8750627383,7
oscillation,81,0.0066895150,0.0066895150,7
oscillation,82,0.8750627383,0.8750627383,7
oscillation,83,0.0066895150,0.0066895150,7
oscillation,84,0.8750627383,0.8750627383,7
oscillation,85,0.0066895150,0.0066895150,7
oscillation,86,0.8750627383,0.8750627383,7
oscillation,87,0.0066895150,0.0066895150,7
oscillation,88,0.8750627383,0.8750627383,7
oscillation,89,0.0066895150,0.0066895150,7
oscillation,90,0.8750627383,0.8750627383,7
oscillation,91,0.0066895150,0.0066895150,7
oscillation,92,0.8750627383,0.8750627383,7
oscillation,93,0.0066895150,0.0066895150,7
oscillation,94,0.8750627383,0.8750627383,7
oscillation,95,0.0066895150,0.0066895150,7
oscillation,96,0.8750627383,0.8750627383,7
oscillation,97,0.0066895150,0.0066895150,7
oscillation,98,0.8750627383,0.8750627383,7
oscillation,99,0.0066895150,0.0066895150,7
oscillation,100,0.8750627383,0.8750627383,7
oscillation,101,0.0066895150,0.0066895150,7
oscillation,102,0.8750627383,0.8750627383,7
oscillation,103,0.0066895150,0.0066895150,7
oscillation,104,0.8750627383,0.8750627383,7
oscillation,105,0.0066895150,0.0066895150,7
oscillation,106,0.8750627383,0.8750627383,7
oscillation,107,0.0066895150,0.0066895150,7
oscillation,108,0.8750627383,0.8750627383,7
oscillation,109,0.0066895150,0.0066895150,7
oscillation,110,0.8750627383,0.8750627383,7
oscillation,111,0.0066895150,0.0066895150,7
oscillation,112,0.8750627383,0.8750627383,7
oscillation,113,0.0066895150,0.0066895150,7
oscillation,114,0.8750627383,0.8750627383,7
oscillation,115,0.0066895150,0.0066895150,7
oscillation,116,0.8750627383,0.8750627383,7
oscillation,117,0.0066895150,0.0066895150,7
oscillation,118,0.8750627383,0.8750627383,7
oscillation,119,0.0066895150,0.0066895150,7
oscillation,120,0.8750627383,0.8750627383,7
oscillation,121,0.0066895150,0.0066895150,7
oscillation,122,0.8750627383,0.8750627383,7
oscillation,123,0.0066895150,0.0066895150,7
oscillation,124,0.8750627383,0.8750627383,7
oscillation,125,0.0066895150,0.0066895150,7
oscillation,126,0.8750627383,0.8750627383,7
oscillation,127,0.0066895150,0.0066895150,7
oscillation,128,0.8750627383,0.8750627383,7
oscillation,129,0.0066895150,0.0066895150,7
oscillation,130,0.8750627383,0.8750627383,7
oscillation,131,0.0066895150,0.0066895150,7
oscillation,132,0.8750627383,0.8750627383,7
oscillation,133,0.0066895150,0.0066895150,7
oscillation,134,0.8750627383,0.8750627383,7
oscillation,135,0.0066895150,0.0066895150,7
oscillation,136,0.8750627383,0.8750627383,7
oscillation,137,0.0066895150,0.0066895150,7
oscillation,138,0.8750627383,0.8750627383,7
oscillation,139,0.0066895150,0.0066895150,7
oscillation,140,0.8750627383,0.8750627383,7
oscillation,141,0.0066895150,0.0066895150,7
oscillation,142,0.8750627383,0.8750627383,7
oscillation,143,0.0066895150,0.0066895150,7
oscillation,144,0.8750627383,0.8750627383,7
oscillation,145,0.0066895150,0.0066895150,7
oscillation,146,0.8750627383,0.8750627383,7
oscillation,147,0.0066895150,0.0066895150,7
oscillation,148,0.8750627383,0.8750627383,7
oscillation,149,0.0066895150,0.0066895150,7
oscillation,150,0.8750627383,0.8750627383,7
oscillation,151,0.0066895150,0.0066895150,7
oscillation,152,0.8750627383,0.8750627383,7
oscillation,153,0.0066895150,0.0066895150,7
oscillation,154,0.8750627383,0.8750627383,7
oscillation,155,0.0066895150,0.0066895150,7
oscillation,156,0.8750627383,0.8750627383,7
oscillation,157,0.0066895150,0.0066895150,7
oscillation,158,0.8750627383,0.8750627383,7
oscillation,159,0.0066895150,0.0066895150,7
oscillation,160,0.8750627383,0.8750627383,7
oscillation,161,0.0066895150,0.0066895150,7
oscillation,162,0.8750627383,0.8750627383,7
oscillation,163,0.0066895150,0.0066895150,7
oscillation,164,0.8750627383,0.8750627383,7
oscillation,165,0.0066895150,0.0066895150,7
oscillation,166,0.8750627383,0.8750627383,7
oscillation,167,0.0066895150,0.0066895150,7
oscillation,168,0.8750627383,0.8750627383,7
oscillation,169,0.0066895150,0.0066895150,7
oscillation,170,0.8750627383,0.8750627383,7
oscillation,171,0.0066895150,0.0066895150,7
oscillation,172,0.8750627383,0.8750627383,7
oscillation,173,0.0066895150,0.0066895150,7
oscillation,174,0.8750627383,0.8750627383,7
oscillation,175,0.0066895150,0.0066895150,7
oscillation,176,0.8750627383,0.8750627383,7
oscillation,177,0.0066895150,0.0066895150,7
oscillation,178,0.8750627383,0.8750627383,7
oscillation,179,0.0066895150,0.0066895150,7
oscillation,180,0.8750627383,0.8750627383,7
oscillation,181,0.0066895150,0.0066895150,7
oscillation,182,0.8750627383,0.8750627383,7
oscillation,183,0.0066895150,0.0066895150,7
oscillation,184,0.8750627383,0.8750627383,7
oscillation,185,0.0066895150,0.0066895150,7
oscillation,186,0.8750627383,0.8750627383,7
oscillation,187,0.0066895150,0.0066895150,7
oscillation,188,0.8750627383,0.8750627383,7
oscillation,189,0.0066895150,0.0066895150,7
oscillation,190,0.8750627383,0.8750627383,7
oscillation,191,0.0066895150,0.0066895150,7
oscillation,192,0.8750627383,0.8750627383,7
oscillation,193,0.0066895150,0.0066895150,7
oscillation,194,0.8750627383,0.8750627383,7
oscillation,195,0.0066895150,0.0066895150,7
oscillation,196,0.8750627383,0.8750627383,7
oscillation,197,0.0066895150,0.0066895150,7
oscillation,198,0.8750627383,0.8750627383,7
oscillation,199,0.0066895150,0.0066895150,7
oscillation,200,0.8750627383,0.8750627383,7
