project,source_id,topic_id,url,export_path,block_number,raw_sha256,plain_body_sha256,date_header,review_date,review_scope
ant,<b626c55b-dca0-4fad-a7c7-6a6146727f72@apache.org>,topic-a329870759fa3aba,https://lists.apache.org/api/source.lua?id=9q6m83p26t4ofptd668khmph9c6slbsp,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,5,b833945c44e35718a1e463a425630d787645d0f66c04e5e740638ba4abb72425,b6e1cc77df0c9538480e032ecb2da1b0b6ad8e2a052c0cbe31e29a1ff1436770,"Thu, 13 Jun 2024 13:52:08 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<bd0057f8-b0bb-49bb-b8cf-ec4536d6e44b@apache.org>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=46w8vzbyh34t70smm2g8w7pkb24l9sdd,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,8,ddf0e60fa1c5161720ff14fae24b9f0fdc2bf61742ae4d6bf5a9d736d3c0891e,c795d0f7678b75c1c2eb566be925e01821a09543661448bb0aa787710a8623a3,"Sun, 16 Jun 2024 11:40:55 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<b0e1c935-ea20-44d9-b191-0fe601eac570@apache.org>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=xdmvt6ws3vy9jhkx5bth8pk88swk8qh2,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,9,47b7bf1cd61448e85f1122a2ef19ef67b42fdad80a2abf8dcbc5012a6615bf5c,0cdb5a5a032f7f226361c7d6d291b6ab53377484a157bd42395600060dd40594,"Sun, 16 Jun 2024 11:44:11 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAFCRh-8Cx3K=EHCT6dDDDV-_Cp+LjiXO1Nq459i3sHB0-LMo5A@mail.gmail.com>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=3tpkxpz91hyrm7ycrp2k146nqnr77zy0,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,11,62dc5ff238ca624af5495113b74ac07956962e228ca7a96e9c4ffa110603fb0d,13076317d68a8a044eaf2b67200c76aedc8b72744769ec1babafd84beae069d0,"Sun, 16 Jun 2024 13:08:08 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<83E61D87-0287-42B8-B0A8-BBDD15B3FDEC@hibnet.org>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=89jrg22f4h6q2n9tcl3bq83hp1w71o3w,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,12,9f2e1dd23c3dcbf8d0f4d9d8b39b30f340b0c94abcff79370be300d57bc388ca,97c46f079f39c0cc2712b9fabf63f91228be5adda41beadffa24aecb200a41ab,"Sun, 16 Jun 2024 14:47:00 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<888D2EEA-829F-4590-BF1D-1693202A2E76@rbwhitcomb.com>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=cvdyt4jmq4jv3kqmb0ns78sxl629nh1d,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,13,1df556b2c315b6fa21ca65f12218defb8ee42bf343d58db5dbd020862c4bab64,a716078c7051aec8c2e0022f346deba9905c9949eae32e7f6e7a1e68158ac26f,"Mon, 17 Jun 2024 19:38:45 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<71b41867-312d-4c5c-87cd-4284cafc6b29@famkruithof.net>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=6m9384gqzwg1cfk8ptjoh8v1ykhdj42d,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,14,fd961e56b1381d33c58c4617849a38cdf42f86e610fc45269718c420458315c8,0ff4ff42421bb77a18a95259c5df3c623f99f4a0a1ff662c321eae7145c638e1,"Tue, 18 Jun 2024 06:48:21 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<1180676827.3917524.1718704776564@mail.yahoo.com>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=7cjqvqvfo1hqomopgpolw0hjhc4nccqh,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,15,33e979dcf538d1b86a1197950e2ff819ab619c69c3f7217b8f4073cbdecf5e24,759805c2efbd78b2d43ef632b87b590e23f5ff5a573454df042e847c04c33758,"Tue, 18 Jun 2024 09:59:36 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<aeadd836-3d61-4f60-865c-4e0f9541545c@apache.org>,topic-bb1e4429527f0127,https://lists.apache.org/api/source.lua?id=f6jw4v3gjwhqt5fz25og0my2o6xwvvm1,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,16,a3cfa827ef1f11a5b48eb45b0c7ac181023f7cd424267693ebba3d869851df52,324143213e5333f56458777842603d9cdb25194694c6247f0992e763b6acf281,"Wed, 19 Jun 2024 14:56:10 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<c2b2f954-9821-4f8c-a1bd-41be64dd6cd6@apache.org>,topic-bb1e4429527f0127,https://lists.apache.org/api/source.lua?id=z109pvt3yrsjtwzhgmdmnxsww9odk0c9,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,17,dd34d8d5549e937e801e60beae3a6a04a62567ffaf9f39d135247cc3f133524e,59cfc58eda9550ea64afdadfdf9b9357b5552cdfc9cab47c15f6168bca41d87f,"Wed, 19 Jun 2024 14:57:40 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87a5jcnhql.fsf@v45346.1blu.de>,topic-2096767aaa6c4862,https://lists.apache.org/api/source.lua?id=t1c9fhn7xvcsg6xn6g9c6c1mn3rgp38p,research/data/asf-access-2026-09-21/sources/ant-2024-06.mbox.gz,19,0278c92c9db6dad502d5760383c92005b9e40e706c509fc558d4b01d905580c0,8fb646764956e531651e4b9da4d3e6f003a4ee7bb9ab513ab543f9809a0ade2a,"Sun, 23 Jun 2024 11:14:26 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<00415bf2-1aa6-4d7d-a038-ae7f62a1bf35@apache.org>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=p9gjnm3sk94k9fdbl5mbkjnf6qd1ngmr,research/data/asf-access-2026-09-21/sources/ant-2024-10.mbox.gz,1,44d20f36561bcb85eaa2052043e242cb1e7edaa4022289d09c8ad97981782d88,b7760c3923e8bedb944b717cce1b0684e872c4e149ec421478a2c84e24871897,"Tue, 08 Oct 2024 20:26:09 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<DM6PR04MB7033B21DA25F712CFC8B5B17A37E2@DM6PR04MB7033.namprd04.prod.outlook.com>,topic-f635825f7119a7a7,https://lists.apache.org/api/source.lua?id=2wf6q9zg96cxk2f9fwohskbc1gjkpp6w,research/data/asf-access-2026-09-21/sources/ant-2024-10.mbox.gz,2,2ba426b54d02c8e72a4fa0c601f470a6e627b19ee3a4cc1887386a2478ca2cca,379e2334730a14e7fe9c0cae76ab9642e292445021dab7d4dac7ea993808d184,"Tue, 08 Oct 2024 15:27:03 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<457381523.1903503.1731840000859@mail.yahoo.com>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=86ortvskcz97z3gdpjjs9lqp5kdtvwqv,research/data/asf-access-2026-09-21/sources/ant-2024-11.mbox.gz,11,2dfe4b520904bd64b0bf17237906803e07c53ee62472465ec42da8d5015eee22,9ad82594a70fb19a356396ee20acbf99a0b24ba4fa316e3929baa9a081fbdeab,"Sun, 17 Nov 2024 10:40:00 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CACZkXPzDm7WQiGyzL24rBbs6_A4WmZsVSDNVvwcwLhyciGADhg@mail.gmail.com>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=09glfgqhh5l7f04ftn0d2l0rplxrr9lz,research/data/asf-access-2026-09-21/sources/ant-2024-11.mbox.gz,12,2ce7f65bb5a2010d27e0bc50ac6a024d6f7cb35e6c45b0e7e9aff934c5d3b644,14b727905c6e2900e593c799f8b42af1a006912c7ffe451b7f177bcddbe7d40e,"Sun, 17 Nov 2024 06:25:17 -0500",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<9795f2a3-2acf-42dd-b2b1-e19fe7036fe7@apache.org>,topic-7372b3d7c63f4cdf,https://lists.apache.org/api/source.lua?id=chob3sf8bnng1490k5g7pcfn0wg0dwld,research/data/asf-access-2026-09-21/sources/ant-2024-11.mbox.gz,17,b6024749847d5181f5203905d8a1b2cc0223a43a40d743daa06c46034158078a,3bb7797b6c511977349f270665bb36d08eed4e93ecd06398be275bad3b8f808c,"Sun, 17 Nov 2024 19:55:51 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87zfkjsl6d.fsf_-_@v45346.1blu.de>,topic-e2da244fc99c3d97,https://lists.apache.org/api/source.lua?id=zxnllopy0w7dynhxtfwbf8c943fj15w9,research/data/asf-access-2026-09-21/sources/ant-2024-12.mbox.gz,15,40d6ba55f24baa4d9636a064ebb5497f2e5bdf0b61fea2a10731cdde9079ae8b,61d816c397580c451fe4e262efb497bc7deb8ac969d5ee958ea80374a9bb52da,"Wed, 25 Dec 2024 18:54:18 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<1914601477.3864168.1735210568036@mail.yahoo.com>,topic-e2da244fc99c3d97,https://lists.apache.org/api/source.lua?id=0xpdqtfo5djd1w7l4j9c1qoo9fz820kx,research/data/asf-access-2026-09-21/sources/ant-2024-12.mbox.gz,16,d15c8d2b134a0f35cb50ff4f90fe60b68019abf036d2a527a44559df2d2e8663,91550f099e2365e2493d23963863c57231ced6b791dbc5fc24253f10cfc903e7,"Thu, 26 Dec 2024 10:56:08 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAHgmaKqMFu5ot4hR-e5_WOFkFdP8hgEb83C6m8JnxOF2syOnmA@mail.gmail.com>,topic-2a57fc189985693a,https://lists.apache.org/api/source.lua?id=g2c0rqp6pvhsvt5yfybzzz6tjxxv9y79,research/data/asf-access-2026-09-21/sources/ant-2025-03.mbox.gz,2,2b2b363cc32066d2e0df177e1acff8aa90b3c9d53558cd5266d24169cf5ad3ce,ef65eec5ace8f1bdfc2dfea5928c096cd7f724f35cb1b144ce92dddc71bc7971,"Wed, 26 Mar 2025 01:20:11 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<73fbd6cf-9ef8-4cf7-8bd9-bc5d2157ab68@apache.org>,topic-2a57fc189985693a,https://lists.apache.org/api/source.lua?id=h25c64wboq763tl1msv9oz35wl3v84pf,research/data/asf-access-2026-09-21/sources/ant-2025-03.mbox.gz,3,120a9f414d75907403bb37617f2ecc204b72eb4c5cdf9cc7612aa74c968c3326,ec6de4f8c4ae11d6452b77fffd1677b0a32a20180e2c62f1ecaee2b493a0b98e,"Wed, 26 Mar 2025 06:19:00 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAHgmaKqj0gnqgpUoGWG8dx62pk7-uLKfQ51SOm1Uyr1iqzSvrw@mail.gmail.com>,topic-2a57fc189985693a,https://lists.apache.org/api/source.lua?id=5xp2p38rhby98j01ol38kzzk738w51x6,research/data/asf-access-2026-09-21/sources/ant-2025-03.mbox.gz,4,bdb29c0e7de9d7dda2daf7682c0ee8eba8f0e6b702a8f2a886d2b07da644773f,bd913713891f9c63a5b7a0556830e15d47c176de2651ec514f9a7b176ddcef2d,"Wed, 26 Mar 2025 20:19:55 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<b04795c4-3ff8-47e7-9ee7-8dda8cb19aac@apache.org>,topic-2a57fc189985693a,https://lists.apache.org/api/source.lua?id=1bbwogplq464rzw6s3rg04l0w74tvjvr,research/data/asf-access-2026-09-21/sources/ant-2025-04.mbox.gz,1,6f0306a1d848259244f38f517d1b4e9dd96d8259aa9f9f329dce80e57ca53bfa,1e4a1145c5169242aac51ffc3f31cae3a7828eb0dd9b6324e28b455dc09e0641,"Tue, 01 Apr 2025 12:33:17 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<1006129139.84739.1745269379100@mail.yahoo.com>,topic-2a57fc189985693a,https://lists.apache.org/api/source.lua?id=ztc5qdb11z98r3q0krfmb5oontnw4dfr,research/data/asf-access-2026-09-21/sources/ant-2025-04.mbox.gz,3,7e4f41dc39c974eb9b41c237397b4e82be92f1dc8795fcdf8de6cbb236388467,8f9db0b16bd2613315d249fdc340a128f7d08f543808392a80f5dbf7848b6ff2,"Mon, 21 Apr 2025 21:02:59 +0000",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87cyboon5w.fsf@v45346.1blu.de>,topic-d541747f7be4cb58,https://lists.apache.org/api/source.lua?id=fbjnvdrn1oft7hktortc3rk93kpnlllv,research/data/asf-access-2026-09-21/sources/ant-2025-05.mbox.gz,19,d8838d381ea1030d364b47447bae1095be1d7ec70525ef9b0cfdbae5bfd54a17,5ab7cce168de1cd0e9113c3e4ea8cbceb68b0c7d6ebcb5c579488f201f0dfd82,"Sat, 31 May 2025 16:44:11 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87bjqjssai.fsf@v45346.1blu.de>,topic-474ca7689f10fa3d,https://lists.apache.org/api/source.lua?id=zqyg6x95dk4yx00hpmx8qnlzqv0dn1ss,research/data/asf-access-2026-09-21/sources/ant-2025-06.mbox.gz,42,1a5a7f274d99acccbad14c7615f7d87f828c8f9ac9c08c06e5010a3820d88431,0f16ca726b04e07db16e398fbaebdeba14abb0678edfa39eb4629f3f4b610b4c,"Thu, 19 Jun 2025 16:46:29 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAOQrJk73PcXT1uNEe58e16iec8S6tz2-n6sxmhzJr5M2N1b+gA@mail.gmail.com>,topic-e46f9324ff9dfe03,https://lists.apache.org/api/source.lua?id=9bl6vk33blcfgfcx9lvwhcph3bd9t3jb,research/data/asf-access-2026-09-21/sources/ant-2025-09.mbox.gz,15,b616bcafc39e96270bb24db0ca7fabaae6c608fd3e702843914ba7a08d6bdac7,84a175811e9f862635a809ec015dafd08eb0ca6da11e45eb38d6d1e6afa50b89,"Sat, 06 Sep 2025 14:37:59 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<874it6634g.fsf@v45346.1blu.de>,topic-e46f9324ff9dfe03,https://lists.apache.org/api/source.lua?id=y5ogv784nq88w40jwn7rr0txr3t88c14,research/data/asf-access-2026-09-21/sources/ant-2025-09.mbox.gz,27,ea9178b0721c5a8adde471428a7c88bba6df998968aa376f4ae47021e942d90b,40fb6d39063a8aa326599f9441f2248da8aad18bf1004db4fb59248274375b66,"Sat, 13 Sep 2025 12:47:11 +0200",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CAOQrJk7=o-JE0g32FJTfz4XnaaxtPFdonnYJSBUxE2zm_rTvPw@mail.gmail.com>,topic-e46f9324ff9dfe03,https://lists.apache.org/api/source.lua?id=sd3stqjwot88mj0rcsbg0bb03k6dn852,research/data/asf-access-2026-09-21/sources/ant-2025-09.mbox.gz,28,a38685bbd592c2a34aebcc441d946e13b598ffde315c4e35b47bb521e51799b1,dcaf499ec77a12ec0b05b2fa204e452a41dde927ba788116cf490a6330951c34,"Sat, 13 Sep 2025 13:58:18 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87seelnn5l.fsf@v45346.1blu.de>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=kctywshvyqtmljfjwcy51sdt926jcjz0,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,3,6b0837e3a497f1d3df37249d25337c7122b2fa1cf309c9f1a13079f8425c315f,b3884e8028b5849e727ab4d7c4b90b5bbe80fe32e6d87f445d478eeaf0967bd8,"Tue, 11 Nov 2025 06:39:18 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<decd10be-248e-4b98-8ef2-17bc496c7d1f@apache.org>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=5cc5tm7573424x1l9zfwonnm4k4z3p3j,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,4,086d21be251e88da816ba0eb1269698a5fab651fe43062a45b3c53e937fcdd3f,9d5a8b375c7b9efdb9052b5f8d26f5fdc27a2a346612a2effe136ca1d90e702b,"Sat, 15 Nov 2025 18:18:37 +0530",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87qztztga0.fsf@v45346.1blu.de>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=j7gtsg40c4k7hx1qkw4jool9f2kn6jnj,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,5,2baf1e57e157209a16471ead4b69d97cb5b28457f2b298e8efb70e253e7355df,41bf156270879e5e8828ee0cb9cc48c0499835524f6dcdbcd98812fa32158372,"Sat, 15 Nov 2025 17:24:55 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CALVNWHXrQknZLKgfexd=t-RtbdrFC9A8ZRU_AhVWOcYF-jLukg@mail.gmail.com>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=rx1fjkzlc4xomf4rhhkbbo9l8qyhjq7d,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,6,81d0c608e8ab70c0d12788fa1cd35503e0ccd0887f8f97c087d97fdf7a9f1f72,a751f26c101f63e6f4057f165f9c6c569b9015444e116631d8f700553ba43259,"Sat, 15 Nov 2025 17:47:58 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87346f3z77.fsf@v45346.1blu.de>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=q5yrk2xzdcqtrhofr118cnwj2mnjo8n0,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,7,b699d2ccb660edf11445a1e7ba65d2dbd8fc769858dd02d54b1bfc25d755ce81,703b89724dba5d3ab76104ccb64bb39cf615cd9da85496172c7873ab00c508ef,"Sat, 15 Nov 2025 19:53:00 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CALVNWHWPLs19PokDy=eFGa2f5FvS1v=dPopGS5d_4y5Y6B9OkA@mail.gmail.com>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=m4t8wsk815s7wq0fzrohp34ztkpc113p,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,8,9e68b909d2bfa4070a4e9882fccf01b36de968b829b0c85a2f6cb3bfaf6541d6,2b4f27a3ca132e1c26ca2f382179ea9f3ac39e50869f9c589368827a8d9479ba,"Sat, 15 Nov 2025 21:02:02 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87ikf9963r.fsf@v45346.1blu.de>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=x9t1scyyq7ojkmhov5scnkszvpdvg4fz,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,9,6753675061217c27a2106c10a252722f8d23d5721d211529240d030a2132e1d5,f9e99d47c2e9738b17b63fb5bd70bd4d1248bc548ac0cb6c92ee9f23e01833d9,"Sun, 16 Nov 2025 19:37:12 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CALVNWHXT_we5FitORuDxtQhXN8KzFCG2jsYYKbcyQuAsfK+96A@mail.gmail.com>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=zrz77oxqox4w87bkctj935svg7bc791z,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,10,63965c59659df6ac5f46f02ddd1d0911fbfa0622cc39dbde04736d99fe8f6cd6,7f925d3ed0a48f2ea450fb2282b3d19582647d5de628264405ff63ebdfd503dc,"Sun, 16 Nov 2025 22:14:00 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CALVNWHW1Hu7ODUryJDdt-DF5HmJugx7DdN=6OfvfoaQeKDc96w@mail.gmail.com>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=ocwt778ydyns17nvz6v0bjo86hjjph4x,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,11,04f60f058eb8347b303b24bc9daf05c56fceab535dcabd0871711130c7b59219,586f4ef8bb9b01b37d3733ad01c97f1e6ff4e42114441fc45e92dac0e8c4cea3,"Fri, 21 Nov 2025 06:44:43 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<87y0nzobub.fsf@v45346.1blu.de>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=4jsyyvyfdhjkckhlohphh1qxhdqh7yrs,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,14,bbe8b46400265313535b3f263afce2aa55f97159b52dfdf1474a29ed433245c1,6139fde90ab0822e2ee513412b8104906c12b121cdb943a0e53c0a72827e99ac,"Fri, 21 Nov 2025 12:37:48 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
ant,<CALVNWHXjtuWete4Y3sP5Fq=DK8WkVH5mf9c7uDPv8ghRhcpRYw@mail.gmail.com>,topic-be9afc394c43b23d,https://lists.apache.org/api/source.lua?id=nomj9ly6sygrkkbk173w87fkporwd3jn,research/data/asf-access-2026-09-21/sources/ant-2025-11.mbox.gz,15,0fc038f98dd612ac245f31f0dbca17697da69b0bd8dc43245fdc32901cffe4d7,c4bf7c3551fbd4ce4cf4ab7aca0e02435175cb016e5645de013066281f593ef7,"Wed, 26 Nov 2025 22:29:54 +0100",2026-09-22,complete plain-text body; linked-source follow-up pending
