topic_id,project,first_date,subject,message_count,review_state,classification,reason
topic-27b169d4fc7be7d6,maven,2023-01-06,[CANCEL][VOTE] Release Maven Resolver 1.9.3,5,pending,,
topic-3b5214fcf0980bcc,maven,2023-01-06,[VOTE] Release Maven Project Info Reports Plugin version 3.4.2,4,pending,,
topic-6f1ded8379dd0386,maven,2023-01-06,[VOTE] Release Maven Dependency Plugin version 3.5.0,7,pending,,
topic-7fe2cae10004c44c,maven,2023-01-06,[VOTE] Release Maven Checkstyle Plugin version 3.2.1,4,pending,,
topic-6a57e72e447eede1,maven,2023-01-07,[VOTE] Release Maven Surefire version 3.0.0-M8,10,pending,,
topic-3ef6d2493c535e0f,maven,2023-01-09,[VOTE] Doxia 1.12.0 and Doxia Converter 1.3,5,pending,,
topic-c86d9f78e5841bf2,maven,2023-01-09,[MRESOLVER] AbstractMethodError in BasicRepositoryConnector,3,pending,,
topic-0bb6805607f20693,maven,2023-01-11,[ANN] Maven Checkstyle Plugin 3.2.1 released,1,pending,,
topic-46bd4a4c177dd963,maven,2023-01-11,[RESULT] [VOTE] Release Maven Checkstyle Plugin version 3.2.1,1,pending,,
topic-4f3e6c98bd11bd46,maven,2023-01-11,[ANN] Release Maven Dependency Plugin 3.5.0 released,1,pending,,
topic-50f55927b969de57,maven,2023-01-11,[RESULT] [VOTE] Release Maven Dependency Plugin version 3.5.0,1,pending,,
topic-602a0b34d102f3b6,maven,2023-01-11,[RESULT] [VOTE] Release Maven Surefire version 3.0.0-M8,5,pending,,
topic-894477c91a99fe71,maven,2023-01-11,[ANN] Maven PMD Plugin 3.20.0 released,1,pending,,
topic-89e1f0b045a03022,maven,2023-01-11,[CANCELED] [VOTE] Release Maven Fluido Skin version 2.0.0-M1,1,pending,,
topic-a8e40ac8f3bf3200,maven,2023-01-11,[ANN] Maven Project Info Reports Plugin 3.4.2 released,1,pending,,
topic-cc0dbc47183b8e41,maven,2023-01-11,[RESULT] [VOTE] Release Maven PMD Plugin version 3.20.0,1,pending,,
topic-df2bc4b602e2f74d,maven,2023-01-11,Heads up - resolver 1.9.4 release soon,2,pending,,
topic-df51b7aa6490cdbf,maven,2023-01-11,[RESULT] [VOTE] Release Maven Project Info Reports Plugin version 3.4.2,1,pending,,
topic-fdf21e07c72ee075,maven,2023-01-11,[ANN] Maven Surefire 3.0.0-M8 released,1,pending,,
topic-7e0e11e28a27df3d,maven,2023-01-12,[VOTE] Release Maven Fluido Skin version 2.0.0-M2,6,pending,,
topic-088f0d5c7f0682b1,maven,2023-01-13,[VOTE] Release Maven Plugin Tools 3.7.1,7,pending,,
topic-5fba95dc67683c28,maven,2023-01-13,[VOTE] Release Maven Resolver 1.9.4,11,pending,,
topic-f019e5b174ca823d,maven,2023-01-13,"Maven 3 API, backwards compatibility",1,pending,,
topic-27c06d91ef006851,maven,2023-01-14,[RESULT][VOTE] Doxia 1.12.0 and Doxia Converter 1.3,1,pending,,
topic-3a5f9ee53ebb3146,maven,2023-01-15,[RESULT] [VOTE] Release Maven Fluido Skin version 2.0.0-M2,1,pending,,
topic-cb4f0cea5b29bfb9,maven,2023-01-15,[ANN] Maven Fluido Skin 2.0.0-M2 released,1,pending,,
topic-5508ff73af12ef2b,maven,2023-01-16,[ANN] Maven Resolver 1.9.4 Released,1,pending,,
topic-e31ae8e074b0cbaa,maven,2023-01-16,[ANN] Maven Plugin Tools 3.7.1 Released,1,pending,,
topic-1dfb8fdd2e1b87f7,maven,2023-01-17,[maven-compiler-plugin] Helping with implementing new features / bug fixes,3,pending,,
topic-740e0f43e8b731f9,maven,2023-01-17,[VOTE] Release Maven Fluido Skin version 1.11.2,7,pending,,
topic-b810d80642d8f381,maven,2023-01-17,Maven 3.9.0 release should come soon,3,pending,,
topic-150cad0043e08900,maven,2023-01-19,Downtime for multiple Jenkins Controllers,1,pending,,
topic-de11eedf37a45dd5,maven,2023-01-19,"Maven 3.9,0 plan",21,pending,,
topic-e6b02370271e4b86,maven,2023-01-19,[RESULT] [VOTE] Release Maven Fluido Skin version 1.11.2,1,pending,,
topic-f7901ecae51192d0,maven,2023-01-19,[ANN] Maven Fluido Skin 1.11.2 released,1,pending,,
topic-e68308615276da9c,maven,2023-01-20,Upcoming Maven Enforcer 3.2.0 release,4,pending,,
topic-381706b73786eb3c,maven,2023-01-22,[VOTE] Release Apache Maven Reporting API version 4.0.0-M4,4,pending,,
topic-cbc6eb2ef7dd95e0,maven,2023-01-22,[VOTE] Release Maven Doxia version 2.0.0-M5,4,pending,,
topic-50a6e969374bf666,maven,2023-01-24,Do we plan to support extensions with java 17?,5,pending,,
topic-260d016b532cc1d4,maven,2023-01-25,extracting XML classes from plexus-utils to plexus-xml,14,pending,,
topic-49c4e8dd480f11ac,maven,2023-01-25,[VOTE] Release Apache Maven Daemon 0.9.0,9,pending,,
topic-8b07f74aa3e3e1b5,maven,2023-01-25,[ANN] Apache Maven Reporting API 4.0.0-M4 released,1,pending,,
topic-c183781628726a19,maven,2023-01-25,[RESULT] [VOTE] Release Maven Doxia version 2.0.0-M5,1,pending,,
topic-cdbe3f87244e6965,maven,2023-01-25,JDK 20 Rampdown Phase 2 & JMX Heads-up,1,pending,,
topic-ec65c1153863ef05,maven,2023-01-25,[RESULT] [VOTE] Release Apache Maven Reporting API version 4.0.0-M4,1,pending,,
topic-f52dae65627ed669,maven,2023-01-25,[ANN] Apache Maven Doxia version 2.0.0-M5 released,1,pending,,
topic-88ac0aa647e08332,maven,2023-01-26,[VOTE] Release Apache Maven Enforcer version 3.2.0,6,pending,,
topic-181427a2ea905f00,maven,2023-01-27,[VOTE] Release Apache Maven 4.0.0-alpha-4 release,19,pending,,
topic-2061c431007a42f2,maven,2023-01-28,[VOTE] Release Apache Maven Daemon 1.0.0-m2,1,pending,,
topic-53ad3a93db3341e8,maven,2023-01-28,[VOTE] Release Apache Maven Daemon 1.0.0-m4,7,pending,,
topic-83f2c81664deb525,maven,2023-01-28,[CANCEL] [VOTE] Release Apache Maven Enforcer version 3.2.0,1,pending,,
topic-c155b947d710a19c,maven,2023-01-28,[CANCEL] [VOTE] Release Apache Maven Daemon 1.0.0-m2,1,pending,,
topic-c36078723480ee38,maven,2023-01-28,[VOTE] Release Apache Maven Enforcer version 3.2.1,7,pending,,
topic-3565d04defc41dac,maven,2023-01-31,[RESULT] [VOTE] Release Apache Maven Daemon 0.9.0,1,pending,,
topic-50b3d79447966e13,maven,2023-01-31,[RESULT] [VOTE] Release Apache Maven 4.0.0-alpha-4 release,1,pending,,
topic-590790905d83fb3b,maven,2023-01-31,[VOTE] Release Apache Maven Doxia Sitetools version 2.0.0-M5,6,pending,,
topic-ac9ece87142b5d8c,maven,2023-01-31,[VOTE] Release Apache Maven Reporting Exec version 2.0.0-M4,6,pending,,
topic-dc08a6225bd48902,maven,2023-01-31,[VOTE] Release Apache Maven 3.9.0,17,pending,,
topic-e9436123a60b1c81,maven,2023-01-31,[RESULT] [VOTE] Release Apache Maven Enforcer version 3.2.1,1,pending,,
topic-f6d1c58b9ef870c1,maven,2023-01-31,[ANN] Apache Maven Enforcer Plugin 3.2.1 Released,1,pending,,
topic-67e2a38620b85de0,maven,2023-02-01,[RESULT] [VOTE] Release Apache Maven Daemon 1.0.0-m4,1,pending,,
topic-a6faa9c588ba790d,maven,2023-02-01,[ANN] Apache Maven Daemon 0.9.0 and 1.0.0-m4 released,1,pending,,
topic-bda43b011a969704,maven,2023-02-01,[ANN] Apache Maven 4.0.0-alpha-4 released,1,pending,,
topic-a3ba3b3006b09813,maven,2023-02-04,[VOTE] Release Maven Artifact Plugin version 3.4.0,7,pending,,
topic-0bfe01b8dc244c2d,maven,2023-02-05,xpath evaluation,1,pending,,
topic-1581e5bfbfc012fa,maven,2023-02-05,Clean mojo for maven-shade-plugin.,7,pending,,
topic-0fa46030ab08c540,maven,2023-02-06,[RESULT][VOTE] Release Apache Maven 3.9.0,1,pending,,
topic-5a4eae6a8ca3163c,maven,2023-02-06,[RESULT] [VOTE] Release Apache Maven Reporting Exec version 2.0.0-M4,1,pending,,
topic-80808ad329db6057,maven,2023-02-06,[ANN] Apache Maven 3.9.0 released,1,pending,,
topic-a471b42a2829323c,maven,2023-02-06,[ANN] Apache Maven Doxia Sitetools 2.0.0-M5 released,1,pending,,
topic-c57e8ade07035ecc,maven,2023-02-06,[VOTE] Release Maven Deploy Plugin 3.1.0,11,pending,,
topic-e4e1d8a53d2653d3,maven,2023-02-06,[RESULT] [VOTE] Release Apache Maven Doxia Sitetools version 2.0.0-M4,1,pending,,
topic-f86f6aa30f16591f,maven,2023-02-06,[ANN] Apache Maven Reporting Exec 2.0.0-M4 released,1,pending,,
topic-0c48d1e8cd3a0cf0,maven,2023-02-07,[ANN] Release Maven Artifact Plugin 3.4.0 released,1,pending,,
topic-49f2968b3e0e5836,maven,2023-02-07,[RESULT] [VOTE] Release Maven Artifact Plugin version 3.4.0,1,pending,,
topic-8eaa77a4e67ba70b,maven,2023-02-08,Bug report - maven shade plugin - transitive dependencies of provided dependency included in uber-jar,3,pending,,
topic-712b0689a438e1ec,maven,2023-02-09,preparing next maven-assembly-plugin release,1,pending,,
topic-bbd94b8c24e470ad,maven,2023-02-09,[RESULT] [VOTE] Release Maven Deploy Plugin 3.1.0`,1,pending,,
topic-c226329f2fbda1e3,maven,2023-02-09,[ANN] Maven Deploy Plugin 3.1.0 released,1,pending,,
topic-c2effa1bb5619b87,maven,2023-02-09,maven.config / jvm.config / -D options,3,pending,,
topic-f427be43db883131,maven,2023-02-09,Maven 3.9.0 plexus-utils issue in extension,6,pending,,
topic-af2ba75e011b6d97,maven,2023-02-10,Reproducible builds between OSes,12,pending,,
topic-f088943652470d04,maven,2023-02-10,[VOTE] Apache Maven Surefire 3.0.0-M9,9,pending,,
topic-211415906594c7d3,maven,2023-02-11,[VOTE] Release Maven Site Plugin version 4.0.0-M5,4,pending,,
topic-25f59bffd609d2ce,maven,2023-02-11,[VOTE] Release Apache Maven Reporting Impl version 4.0.0-M4,4,pending,,
topic-4b4e78ca9edf3c82,maven,2023-02-12,[VOTE] Release Maven Fluido Skin version 2.0.0-M3,4,pending,,
topic-534953efd4874a99,maven,2023-02-12,[VOTE] Release Maven Invoker Plugin version 3.5.0,7,pending,,
topic-be81b51c7e6a2477,maven,2023-02-12,GitHub release notes ...,4,pending,,
topic-ef31d2d90884ba2d,maven,2023-02-12,[VOTE] Release Maven Javadoc Plugin version 3.5.0,6,pending,,
topic-a2813c4ad53bdec2,maven,2023-02-13,[RESULT][VOTE] Apache Maven Surefire 3.0.0-M9,1,pending,,
topic-14a6e43a17b2b46c,maven,2023-02-14,[ANN] Maven Site Plugin 4.0.0-M5 released,1,pending,,
topic-18f6e75107137bf7,maven,2023-02-14,[RESULT] [VOTE] Release Maven Site Plugin version 4.0.0-M5,1,pending,,
topic-8dc1f5d2b2deeff1,maven,2023-02-14,[VOTE] Release maven-compiler-plugin 3.11.0,21,pending,,
topic-923587ae90d4f77e,maven,2023-02-14,[RESULT] [VOTE] Release Apache Maven Reporting Impl 4.0.0-M4,1,pending,,
topic-9d1471d549d9a9ef,maven,2023-02-14,[ANN] Apache Maven Reporting Impl 4.0.0-M4 released,1,pending,,
topic-afcd5420fbecbfc0,maven,2023-02-14,CVEs in maven-compat via toolchains,6,pending,,
topic-49f1d16f75a1c35d,maven,2023-02-15,[ANN] Maven Javadoc Plugin 3.5.0 released,1,pending,,
topic-5ce66bed25aae3bb,maven,2023-02-15,JDK 20 Release Candidate and Deprecation,1,pending,,
topic-793314778d7175e1,maven,2023-02-15,[RESULT] [VOTE] Release Maven Fluido Skin version 2.0.0-M3,1,pending,,
topic-7c8f0ae86273ad6e,maven,2023-02-15,[VOTE] Release Maven Plugin Tools 3.8.0,8,pending,,
topic-88a295baba007bdf,maven,2023-02-15,[VOTE] Release Maven Plugin Testing 4.0.0-alpha-1,6,pending,,
topic-9d3cf984af1c34bb,maven,2023-02-15,[RESULT] [VOTE] Release Maven Invoker Plugin version 3.5.0,1,pending,,
topic-c2551722db5a758e,maven,2023-02-15,Maven Resolver 1.9.5 release,1,pending,,
topic-dca2f5c4901f6d06,maven,2023-02-15,[RESULT] [VOTE] Release Maven Javadoc Plugin version 3.5.0,1,pending,,
topic-de2ef5532907b2d6,maven,2023-02-15,[ANN] Maven Fluido Skin 2.0.0-M3 released,1,pending,,
topic-e0b82285e2cf366b,maven,2023-02-15,[ANN] Maven Invoker Plugin 3.5.0 released,1,pending,,
topic-28a513b3d2a6c090,maven,2023-02-19,[VOTE] Release Apache Maven Assembly Plugin version 3.5.0,6,pending,,
topic-28de1e641a64aa6d,maven,2023-02-19,Halve the logging,14,pending,,
topic-7aee2e589930edda,maven,2023-02-19,[maven-gh-actions-shared] branch v3 updated: Switch to Maven 3.9.0,13,pending,,
topic-dd423473e5f32643,maven,2023-02-19,Reverted a lot of commits on apache maven-site master,4,pending,,
topic-0b579778e166e93a,maven,2023-02-20,And while I'm on the subject of logging,43,pending,,
topic-2f0821df786f469d,maven,2023-02-20,Maven site plugin + AsciiDoc plugin - left nav bar diseapears when I click asciidoc page,1,pending,,
topic-cb9b3a2171b1834d,maven,2023-02-20,[HEADS UP] Maven Release 3.9.1 coming soon,37,pending,,
topic-e0b1320673f17f09,maven,2023-02-20,[VOTE] Release Maven Resolver 1.9.5,4,pending,,
topic-a37bd7b5912c58b5,maven,2023-02-21,[CANCEL] [VOTE] Release Maven Plugin Tools 3.8.0,1,pending,,
topic-1b1563323582562b,maven,2023-02-22,[RESULT] [VOTE] Release Apache Maven Assembly Plugin version 3.5.0,1,pending,,
topic-b846e35e3feaa83b,maven,2023-02-22,[VOTE] Release Maven Plugin Tools 3.8.1,6,pending,,
topic-22508cec41d6de6e,maven,2023-02-23,[RESULT] [VOTE] Release Maven Resolver 1.9.5,1,pending,,
topic-d9be892db2a1face,maven,2023-02-23,[ANN] Maven Resolver 1.9.5 Released,1,pending,,
topic-070f8f6c0bf45669,maven,2023-02-24,[ANN] Apache Maven Assembly Plugin 3.5.0 Released,1,pending,,
topic-6ba2872d35c32a4f,maven,2023-02-24,[VOTE] Release Maven Indexer 7.0.1,4,pending,,
topic-4dcc18adf060c679,maven,2023-02-25,Test problem at head: Failed to execute goal org.apache.maven.plugins:maven-dependency-plugin:3.1.1:unpack (unpack-classes) on project plexus-utils: Artifact has not been packaged yet.,4,pending,,
topic-5b0e09f51bf41b47,maven,2023-02-25,[DISCUSS] New goal for install/deploy plugin?,4,pending,,
topic-f187aebb65085edc,maven,2023-02-26,org.apache.maven:plexus-utils split packages,2,pending,,
topic-03ad8439d09a9cb6,maven,2023-02-27,[RESULT][VOTE] Release Maven Indexer 7.0.1,1,pending,,
topic-146f9e074971e120,maven,2023-02-27,[RESULT] [VOTE] Release maven-compiler-plugin 3.11.0,1,pending,,
topic-20644ffb4bc976a9,maven,2023-02-27,[ANN] Maven Plugin Tools 3.8.1 released,1,pending,,
topic-2e892c27f06bb36e,maven,2023-02-27,[RESULT] [VOTE] Release Maven Plugin Testing 4.0.0-alpha-1,1,pending,,
topic-4566f3f450c97b27,maven,2023-02-27,[ANN] Maven Plugin Testing 4.0.0-alpha-1,1,pending,,
topic-5ba5ada2648b6365,maven,2023-02-27,[ANN] Maven Indexer 7.0.1 released,1,pending,,
topic-7865939b21ec8902,maven,2023-02-27,[RESULT] [VOTE] Release Maven Plugin Tools 3.8.1,1,pending,,
topic-96d970d3e06ef27b,maven,2023-02-27,[ANN] Maven Compiler Plugin 3.11.0 released,1,pending,,
topic-b4dc36484abf09d7,maven,2023-03-02,[HEADS UP] Maven 3.8.8,3,pending,,
topic-ea82cb9c3d336822,maven,2023-03-02,Maven Resolver 1.9.6 release to happen tomorrow morning,1,pending,,
topic-00fd10c5b36fe56e,maven,2023-03-03,[VOTE] Release Maven Resolver 1.9.6,6,pending,,
topic-6013621c7e46229c,maven,2023-03-04,Protect master branch,4,pending,,
topic-ff3f45a2f5e49acc,maven,2023-03-05,[VOTE] Release Maven Artifact Plugin version 3.4.1,5,pending,,
topic-a8bc9a51461ab547,maven,2023-03-06,[RESULT][VOTE] Release Maven Resolver 1.9.6,1,pending,,
topic-d5ff4d2ef3e59f6a,maven,2023-03-06,[ANN] Maven Resolver 1.9.6 released,1,pending,,
topic-650ef5b1cc773d4e,maven,2023-03-07,[RESULT] [VOTE] Release Maven Artifact Plugin version 3.4.1,1,pending,,
topic-b0f793dc350a0b38,maven,2023-03-07,[ANN] Release Maven Artifact Plugin 3.4.1 released,1,pending,,
topic-05527f0615a280c3,maven,2023-03-08,[VOTE] Release Apache Maven Wrapper Plugin 3.2.0,7,pending,,
topic-58816475be8fcb43,maven,2023-03-08,[VOTE] Release Apache Maven version 3.8.8,9,pending,,
topic-a4821fac431fac61,maven,2023-03-08,[HEADS UP] Preparing Maven 4.0.0-alpha-4 release,2,pending,,
topic-e7566659069a4f98,maven,2023-03-08,[VOTE] Release Maven Resolver 1.9.7,8,pending,,
topic-f62e57695378fce9,maven,2023-03-08,Removing deprecated classes and methods in 4.0,2,pending,,
topic-15053f69f165a444,maven,2023-03-09,[DISCUSS] m-remote-resources-p,10,pending,,
topic-2276b593da786a95,maven,2023-03-09,Migrating Apache Resource Bundles from svn to Git,2,pending,,
topic-bc114739d09b9e5d,maven,2023-03-09,[HEADS UP] Release of surefire,10,pending,,
topic-dbcc9e5a2c3c3799,maven,2023-03-09,shading in surefire,4,pending,,
topic-33ddf21b6cc714df,maven,2023-03-11,[ANN] Maven Resolver 1.9.7 released,1,pending,,
topic-6a0f0465784ab6b8,maven,2023-03-11,[RESULT][VOTE] Release Maven Resolver 1.9.7,1,pending,,
topic-e3a5994a48020bbb,maven,2023-03-11,[VOTE] Release Apache Maven Surefire/Failsafe Plugin version 3.0.0,10,pending,,
topic-0061c6eba334728e,maven,2023-03-12,[HEADS UP] Maven SCM 2.0.0 GA,2,pending,,
topic-8576b510349258fa,maven,2023-03-12,[ANN] Apache Maven Wrapper 3.2.0 Released,1,pending,,
topic-ac9664a3e699e383,maven,2023-03-12,[RESULT] [VOTE] Release Apache Maven Wrapper Plugin 3.2.0,1,pending,,
topic-f1a7bff20aa19e3f,maven,2023-03-13,[HEADS UP] Preparing Maven 4.0.0-alpha-5 release,3,pending,,
topic-952f9073716f3180,maven,2023-03-14,[RESULT] [VOTE] Release Apache Maven version 3.8.8,1,pending,,
topic-a7097f72db4c3262,maven,2023-03-14,[VOTE] Release Apache Maven Help Plugin version 3.4.0,9,pending,,
topic-aec20161b73e8c44,maven,2023-03-14,[ANN] Apache Maven 3.8.8 released,1,pending,,
topic-f5337f81c744b247,maven,2023-03-14,[RESULT] [VOTE] Release Apache Maven Surefire/Failsafe Plugin version 3.0.0,1,pending,,
topic-fbe23bec6dc92085,maven,2023-03-14,[ANN] Release Apache Maven Surefire 3.0.0,2,pending,,
topic-5dd607ddaf7b5282,maven,2023-03-15,[DISCUSS] Apache Maven 4.0 with UTF-8 by default,7,pending,,
topic-8499327a57d24c2a,maven,2023-03-15,[VOTE] Release Apache Maven 3.9.1,11,pending,,
topic-8c2c6e140c3cc9a4,maven,2023-03-15,[HEADS UP] Maven Release 3.0.0,2,pending,,
topic-9cdf87a4fa944519,maven,2023-03-15,[VOTE] Release Maven SCM version 2.0.0,7,pending,,
topic-b07740dcb80f3419,maven,2023-03-15,[VOTE] Release Apache Maven 4.0.0-alpha-5,12,pending,,
topic-15a595020237bb94,maven,2023-03-17,[VOTE] Release Maven Release version 3.0.0,7,pending,,
topic-6a49f56d8ba4af65,maven,2023-03-17,[RESULT] [VOTE] Release Maven SCM version 2.0.0,1,pending,,
topic-c62013391a61f73d,maven,2023-03-17,[ANN] Apache Maven SCM 2.0.0 released,1,pending,,
topic-18fd2316e3404fef,maven,2023-03-18,[RESULT][VOTE] Release Apache Maven 3.9.1,1,pending,,
topic-1e393c9fb87f9267,maven,2023-03-18,[RESULT] [VOTE] Release Apache Maven Help Plugin version 3.4.0,1,pending,,
topic-79e1c8a1d1ae15a7,maven,2023-03-18,MCOMPILER-391 - request for review (using dependency management for annotationProcessorPaths),1,pending,,
topic-7f72bf34885d7921,maven,2023-03-18,[ANN] Apache Maven 3.9.1 released,3,pending,,
topic-995893eb11e86c24,maven,2023-03-18,[ANN] Release Maven Help Plugin 3.4.0 released,1,pending,,
topic-365e8be6498f61cd,maven,2023-03-19,[VOTE] Release Apache Maven Reporting Impl version 4.0.0-M5,6,pending,,
topic-4a9c8165e1c21773,maven,2023-03-19,[VOTE] Release Apache Maven Reporting Exec version 2.0.0-M5,5,pending,,
topic-7f0b7efa293db2eb,maven,2023-03-19,[VOTE] Release Maven Doxia version 2.0.0-M6,5,pending,,
topic-92380d8f10473f08,maven,2023-03-19,[VOTE] Release Apache Maven Doxia Sitetools version 2.0.0-M6,5,pending,,
topic-b964961e2387dcd2,maven,2023-03-19,[VOTE] Release Apache Maven Reporting API version 4.0.0-M5,4,pending,,
topic-6759392b12c2d220,maven,2023-03-20,[RESULT] [VOTE] Release Apache Maven 4.0.0-alpha-5,1,pending,,
topic-8adcf7ca1bdf25b4,maven,2023-03-20,[ANN] Maven Release 3.0.0 released,2,pending,,
topic-9f847515d7f50bba,maven,2023-03-20,[ANN] Apache Maven 4.0.0-alpha-5 released,1,pending,,
topic-cfabcd566de03ec1,maven,2023-03-20,[RESULT] [VOTE] Release Maven Release version 3.0.0,1,pending,,
topic-d2806ccf21ac10a7,maven,2023-03-20,[VOTE] Release Maven Site Plugin version 4.0.0-M6,5,pending,,
topic-6fe86c72df360563,maven,2023-03-21,[VOTE] Release Maven Filtering 3.3.1,5,pending,,
topic-b3e2eff5e78275c2,maven,2023-03-21,[VOTE] Release Maven Resources Plugin 3.3.1,8,pending,,
topic-d2b82c38756de95b,maven,2023-03-21,[VOTE] Release Maven Install Plugin 3.1.1,4,pending,,
topic-f0eda014a04b8c32,maven,2023-03-21,[VOTE] Maven Deploy Plugin 3.1.1,4,pending,,
topic-0cc6b421dd0fc785,maven,2023-03-22,Maven compiler: --patch-module mentions src/test/java?,2,pending,,
topic-12a2c1482303402c,maven,2023-03-22,[ANN] Apache Maven Doxia version 2.0.0-M6 released,1,pending,,
topic-1e9bae8a58cb77bb,maven,2023-03-22,[RESULT] [VOTE] Release Apache Maven Reporting API version 4.0.0-M5,1,pending,,
topic-34f26aa480ad594c,maven,2023-03-22,[RESULT] [VOTE] Release Maven Doxia Sitetools version 2.0.0-M6,1,pending,,
topic-4d9daf9f45088b92,maven,2023-03-22,[ANN] Apache Maven Doxia Sitetools 2.0.0-M6 released,1,pending,,
topic-8af7aad2175c6945,maven,2023-03-22,[ANN] Apache Maven Reporting API 4.0.0-M5 released,1,pending,,
topic-8cb2a423b9394fbd,maven,2023-03-22,[ANN] Maven Site Plugin 4.0.0-M6 released,1,pending,,
topic-cb80000a6cbae3a1,maven,2023-03-22,[RESULT] [VOTE] Release Apache Maven Reporting Exec version 4.0.0-M5,1,pending,,
topic-e4266d043db2109f,maven,2023-03-22,[RESULT] [VOTE] Release Apache Maven Reporting Impl version 4.0.0-M5,1,pending,,
topic-e52cbf66205bc6f4,maven,2023-03-22,[RESULT] [VOTE] Release Apache MavenSite Plugin version 4.0.0-M6,1,pending,,
topic-e98cc5966158aecc,maven,2023-03-22,[RESULT] [VOTE] Release Maven Doxia version 2.0.0-M6,1,pending,,
topic-efa9e430af5abcba,maven,2023-03-22,[ANN] Apache Maven Reporting Impl 4.0.0-M5 released,1,pending,,
topic-f1c9e0c41435cd09,maven,2023-03-22,[ANN] Apache Maven Reporting Exec 2.0.0-M5 released,1,pending,,
topic-41daf545d3f24ade,maven,2023-03-23,[VOTE] Release Apache Maven Daemon 1.0-m6,10,pending,,
topic-dc4deaab5f064823,maven,2023-03-23,maven version profile activator in 4.0.0,2,pending,,
topic-e4734a3347018818,maven,2023-03-23,[DISCUSSION] Apache Maven plugins versioning,10,pending,,
topic-1522b7d728511f33,maven,2023-03-24,[ANN] Maven Resources Plugin 3.3.1 released,1,pending,,
topic-19d644033433d5d1,maven,2023-03-24,[ANN] Maven Install Plugin 3.1.1 released,1,pending,,
topic-3c00b56e3a4fbb21,maven,2023-03-24,[RESULT][VOTE] Release Maven Resources Plugin 3.3.1,1,pending,,
topic-3ea7183783f9a730,maven,2023-03-24,[ANN] Maven Deploy Plugin 3.1.1 released,1,pending,,
topic-9957874975de0bbc,maven,2023-03-24,[RESULT][VOTE] Release Maven Filtering 3.3.1,1,pending,,
topic-b10a9045d28d97b1,maven,2023-03-24,[RESULT][VOTE] Release Maven Install Plugin 3.1.1,1,pending,,
topic-e462e6cea5348876,maven,2023-03-24,[ANN] Maven Filtering 3.3.1 released,1,pending,,
topic-eeb5b99a938c6a78,maven,2023-03-24,[RESULT][VOTE] Maven Deploy Plugin 3.1.1,1,pending,,
topic-f42c1da85ab2ede3,maven,2023-03-25,[VOTE] Release Maven Fluido Skin version 2.0.0-M4,6,pending,,
topic-56ccb9df07e1a1db,maven,2023-03-26,[VOTE] Release Maven SCM Publish Plugin version 3.2.1,6,pending,,
topic-5ee7a52a73022df0,maven,2023-03-27,[VOTE] Release Apache Maven Invoker Plugin version 3.5.1,11,pending,,
topic-328a69990e786e66,maven,2023-03-28,[RESULT] [VOTE] Release Maven SCM Publish Plugin version 3.2.1,1,pending,,
topic-5161679c3274fc3b,maven,2023-03-28,"JDK 20 is now GA, JDK 21 Early-Access builds, and 2 important heads-up!",1,pending,,
topic-66e5e004db7bc64b,maven,2023-03-28,[CANCELED][VOTE] Release Maven Fluido Skin version 2.0.0-M4,1,pending,,
topic-89e86ddc33edd7d1,maven,2023-03-28,[ANN] Maven SCM Publish Plugin 3.2.1 released,1,pending,,
topic-ef4218102fdade54,maven,2023-03-28,[VOTE] Release Maven Fluido Skin version 2.0.0-M5,5,pending,,
topic-ff85cab28681d969,maven,2023-03-28,Deprecate maven-shared-utils,4,pending,,
topic-244714798e7ea439,maven,2023-03-29,A Message from the Board to PMC members,1,pending,,
topic-1fac0a7fc9e82391,maven,2023-03-30,[ANN] Apache Maven Invoker Plugin version 3.5.1 Released,1,pending,,
topic-39507487d20f89e1,maven,2023-03-30,Partial breakage in maven-stage-plugin CI: No GitHub app credentials found,4,pending,,
topic-4ffa05b87cdd6e82,maven,2023-03-30,[RESULT] [VOTE] Release Apache Maven Invoker Plugin version 3.5.1,1,pending,,
topic-9ae292781a28e059,maven,2023-03-30,[DISCUSS] Radical Fast Forward to 3.6.3,7,pending,,
topic-7b89bb8218d08056,maven,2023-03-31,[RESULT] [VOTE] Release Maven Fluido Skin version 2.0.0-M5,1,pending,,
topic-8679d3f6bd632d2b,maven,2023-03-31,[ANN] Apache Maven Daemon 1.0-m6 released,1,pending,,
topic-8f62b3c1826a1510,maven,2023-03-31,[RESULT] [VOTE] Release Apache Maven Daemon 1.0-m6,1,pending,,
topic-a5e394db66690a93,maven,2023-03-31,[ANN] Maven Fluido Skin 2.0.0-M5 released,1,pending,,
topic-a5ab4c5d534f6490,maven,2023-04-01,[VOTE] Release Apache Resource Bundles 1.5,6,pending,,
topic-aacae09820d0901c,maven,2023-04-01,[VOTE] Release Apache Maven Enforcer version 3.3.0,6,pending,,
topic-ab457bbd418f26ce,maven,2023-04-01,ASF Parent POM - minimalMavenBuildVersion,7,pending,,
topic-b5143bde635e6ffc,maven,2023-04-01,Doubt in `-DarchetypeVersion` in `mvn archetype:generate` command,3,pending,,
topic-20ecc0bf62219c48,maven,2023-04-02,[VOTE] Release Apache Maven Reporting Impl version 4.0.0-M6,4,pending,,
topic-43c20fff9e7bf18e,maven,2023-04-02,[VOTE] Release Apache Maven Reporting Exec version 2.0.0-M6,4,pending,,
